Test_0,Test_1,Test_2,Test_3,Test_4,Test_5,Test_6,Test_7,Test_8,Test_9,Test_10,Test_11,Test_12,Test_13,Test_14,Test_15,RMA
319.44,C,Low,OP-17,True,241.24,False,True,2018.0,52.7,nov,157,2,172,1,TP-1549,False
203.28,D,Low,OP-4,True,68.6,False,True,2018.0,18.6,may,161,1,337,1,TP-1549,False
304.92,H,Low,OP-1,True,-49.96000000000001,False,True,2018.0,34.1,may,80,1,308,4,TP-1549,False
341.22,F,High,OP-17,True,177.02,False,True,2019.0,21.7,may,973,1,366,1,TP-1549,False
559.02,L,Low,OP-4,True,229.8,True,True,2019.0,83.7,nov,341,4,94,3,TP-1549,False
203.28,C,Mid,OP-17,True,282.32000000000005,True,False,2018.0,89.9,jan,94,1,205,2,TP-1549,False
268.62,C,Mid,OP-17,True,280.76,False,True,2018.0,46.5,apr,140,4,327,2,TP-1549,False
217.8,C,Low,OP-1,True,-92.34,False,False,2018.0,21.7,may,98,1,167,2,TP-1549,False
268.62,D,Mid,OP-4,True,274.26,False,True,2018.0,46.5,may,151,1,352,1,TP-1549,False
261.36,D,Mid,OP-17,True,528.8,True,True,2018.0,43.4,oct,183,1,91,11,TP-1549,False
399.3,F,Low,OP-1,True,123.98,False,True,2018.0,89.9,jan,84,3,183,3,TP-1549,False
471.9,L,Low,OP-4,True,181.18,True,True,2018.0,49.6,oct,622,1,182,1,TP-1549,False
239.58,F,Low,OP-17,True,2138.98,True,True,2018.0,77.5,feb,196,1,87,4,TP-1549,False
508.2,L,High,OP-1,True,1834.0,True,True,2019.0,15.5,mar,252,3,183,1,TP-1549,False
290.4,C,Mid,OP-17,True,53.0,False,True,2018.0,71.3,feb,228,2,182,6,TP-1549,True
333.96,D,Low,OP-4,True,225.9,True,True,2018.0,93.0,jan,89,4,235,2,TP-1549,False
174.24,H,Low,OP-1,True,130.74,False,True,2018.0,18.6,may,209,1,321,1,TP-1549,False
464.64,L,Low,OP-17,True,272.96000000000004,True,True,2018.0,34.1,feb,671,1,181,3,TP-1549,True
421.08,L,Low,OP-4,True,937.26,False,True,2018.0,9.3,feb,84,3,265,2,TP-1549,False
210.54,F,Low,OP-1,True,468.74,False,True,2018.0,24.8,jul,115,1,61,1,TP-1549,False
333.96,C,High,OP-17,True,1682.94,False,True,2019.0,55.8,nov,249,3,112,2,TP-1549,False
428.34,C,Low,OP-17,True,771.64,True,True,2018.0,74.4,dec,237,1,206,2,TP-1549,False
232.32,H,Mid,OP-1,True,229.28,False,True,2018.0,12.4,feb,1579,1,246,4,TP-1549,True
413.82,H,Low,OP-1,True,96.94,True,True,2018.0,43.4,aug,180,1,106,2,TP-1549,False
188.76,C,Mid,OP-17,True,384.24,False,True,2018.0,3.1,jun,190,1,84,1,TP-1549,False
326.7,F,Mid,,True,1901.08,False,False,2018.0,55.8,nov,53,1,172,3,TP-1549,False
217.8,D,Low,OP-1,True,45.72,False,True,2018.0,55.8,may,284,2,371,1,TP-1549,False
246.84,H,Low,OP-17,True,62.1,False,True,2018.0,46.5,oct,76,1,69,2,TP-1549,False
312.18,F,Low,OP-1,True,53.0,False,False,2018.0,12.4,feb,539,8,204,5,TP-1549,False
239.58,F,Low,OP-17,True,2138.98,True,True,2018.0,93.0,nov,107,1,105,3,TP-1549,False
239.58,C,Low,OP-17,True,1013.96,True,True,2018.0,58.9,nov,305,1,182,3,TP-1549,False
246.84,G,Low,OP-1,True,533.22,False,True,2018.0,27.9,apr,543,3,321,6,TP-1549,False
283.14,F,High,OP-1,True,287.52,False,True,2018.0,31.0,feb,691,2,180,5,TP-1549,True
326.7,F,High,OP-1,True,306.76,False,True,2018.0,52.7,apr,183,1,338,2,TP-1549,False
341.22,H,Mid,OP-1,True,454.44,False,True,2018.0,18.6,apr,104,1,312,1,TP-1549,False
275.88,F,Low,OP-1,True,1100.8,False,True,2018.0,58.9,nov,75,2,177,5,TP-1549,False
268.62,C,Low,OP-4,True,5995.56,True,True,2018.0,6.2,jul,154,1,388,1,TP-1549,False
363.0,F,Mid,OP-1,True,116.96,False,True,2018.0,52.7,nov,270,1,123,2,TP-1549,False
290.4,H,Low,OP-1,True,96.68,False,True,2018.0,21.7,may,249,2,169,1,TP-1549,False
275.88,D,Low,OP-1,True,84.46000000000001,False,False,2018.0,18.6,feb,168,1,212,2,TP-1549,False
275.88,C,Mid,OP-17,True,4461.82,False,True,2019.0,89.9,jan,208,1,247,2,TP-1549,False
232.32,F,Low,OP-1,True,54.04,True,True,2018.0,12.4,feb,145,2,260,4,TP-1549,False
275.88,G,Low,OP-17,True,446.64,True,False,2018.0,65.1,nov,160,3,120,3,TP-1549,False
225.06,C,Low,OP-1,True,215.5,False,True,2018.0,21.7,apr,424,1,138,1,TP-1549,False
254.1,D,Low,OP-1,True,88.62,True,False,,12.4,oct,5,1,808,12,TP-1549,False
210.54,H,Mid,OP-1,True,570.9200000000001,True,True,2018.0,24.8,jul,202,1,87,2,TP-1549,False
261.36,C,Low,OP-1,True,527.5,False,True,2018.0,43.4,may,24,1,346,1,TP-1549,False
283.14,F,Low,OP-1,True,54.56,False,True,2018.0,55.8,may,122,3,357,4,TP-1549,False
261.36,B,Mid,OP-1,True,254.24,False,True,2018.0,9.3,feb,231,2,259,1,TP-1549,False
246.84,H,Mid,OP-1,True,55.6,True,False,2018.0,55.8,nov,162,1,173,3,TP-1549,False
363.0,H,High,OP-1,True,252.94,True,True,2018.0,86.8,jul,72,2,363,4,TP-1549,False
246.84,H,High,OP-1,True,177.54000000000002,False,True,2018.0,37.2,may,515,1,350,5,TP-1549,True
261.36,C,High,OP-17,True,221.74,True,True,2018.0,49.6,jul,237,2,91,1,TP-1549,False
348.48,C,Low,OP-1,True,1200.9,False,True,2018.0,24.8,apr,1032,3,141,7,TP-1549,True
363.0,E,Low,OP-1,True,588.86,False,False,2018.0,89.9,jan,197,2,244,3,TP-1549,False
232.32,F,Mid,OP-17,True,475.5,True,True,2018.0,68.2,may,796,1,109,1,TP-1549,True
290.4,A,Low,OP-1,True,109.94,False,True,2018.0,52.7,nov,204,2,196,1,TP-1549,False
254.1,H,Low,OP-1,True,91.22,False,False,2018.0,89.9,jan,41,1,184,7,TP-1549,False
377.52,F,Low,OP-1,True,525.6800000000001,True,False,2018.0,52.7,nov,189,2,111,4,TP-1549,False
196.02,J,Mid,OP-1,True,122.68,False,True,2018.0,40.3,may,528,1,358,2,TP-1549,False
283.14,C,Low,OP-17,True,232.66,False,False,2018.0,49.6,apr,517,1,255,1,TP-1549,False
435.6,C,Low,OP-4,True,118.52,False,False,2018.0,40.3,apr,123,2,147,3,TP-1549,False
392.04,E,Low,OP-1,True,219.66,False,True,2018.0,52.7,apr,472,1,148,2,TP-1549,False
363.0,F,Low,OP-17,True,104.74,False,False,2018.0,9.3,feb,116,2,253,1,TP-1549,False
290.4,A,Low,OP-1,True,53.0,False,True,2018.0,58.9,nov,332,1,183,1,TP-1549,False
239.58,B,Low,OP-1,True,153.36,True,True,2018.0,37.2,nov,253,1,92,4,TP-1549,True
341.22,E,Low,OP-17,True,651.78,False,True,2018.0,18.6,may,323,2,364,1,TP-1549,False
225.06,D,Low,OP-1,True,146.60000000000002,False,False,2018.0,89.9,jan,89,1,241,1,TP-1549,False
319.44,D,Low,OP-1,True,331.46000000000004,False,True,2018.0,34.1,may,143,3,357,1,TP-1549,False
246.84,F,Mid,OP-1,True,167.4,False,True,2018.0,18.6,may,445,2,345,2,TP-1549,False
283.14,F,Low,OP-17,True,354.86,False,True,2018.0,27.9,apr,236,1,336,1,TP-1549,False
508.2,L,Low,OP-1,True,355.64,True,True,2019.0,43.4,may,338,3,185,2,TP-1549,False
363.0,,Low,,True,198.08,True,True,2018.0,27.9,jul,464,1,683,6,TP-1549,True
225.06,D,Low,,True,21.8,False,True,2018.0,9.3,feb,100,3,201,2,TP-1549,False
333.96,H,Low,OP-1,True,53.0,False,False,2018.0,62.0,apr,239,2,259,2,TP-1549,False
355.74,D,Low,OP-1,True,2274.7000000000003,False,False,2018.0,18.6,may,199,7,167,1,TP-1549,False
377.52,F,Low,OP-1,True,103.96,False,False,2018.0,74.4,feb,116,1,273,3,TP-1549,False
254.1,F,Mid,OP-17,True,744.08,False,True,2018.0,58.9,aug,768,2,141,3,TP-1549,True
326.7,H,Low,OP-1,True,71.72,False,False,2018.0,46.5,may,262,2,352,2,TP-1549,False
304.92,D,Low,OP-4,True,27.78,False,True,2018.0,9.3,feb,216,4,271,5,TP-1549,False
326.7,C,Low,OP-17,True,1858.7,True,True,2018.0,15.5,aug,131,5,356,3,TP-1549,False
392.04,F,Low,OP-1,True,53.0,True,True,2019.0,49.6,nov,986,1,94,8,TP-1549,False
261.36,C,Mid,OP-17,True,-123.54,False,False,2018.0,21.7,may,172,1,93,1,TP-1549,False
290.4,C,Low,OP-1,True,220.18,False,True,2018.0,52.7,apr,74,2,256,1,TP-1549,False
421.08,L,Mid,OP-1,True,479.4,True,False,2018.0,12.4,feb,72,6,274,4,TP-1549,False
392.04,D,Low,OP-1,True,53.0,True,True,2019.0,49.6,apr,1366,1,150,1,TP-1549,False
370.26,D,Low,OP-4,True,63.4,False,True,2018.0,40.3,may,79,1,370,1,TP-1549,False
399.3,C,High,OP-17,True,178.06,False,True,2019.0,24.8,may,147,2,298,3,TP-1549,False
399.3,D,Low,OP-4,True,335.36,False,True,2018.0,18.6,may,146,1,272,2,TP-1549,False
580.8,K,Low,OP-4,True,53.0,True,True,2018.0,71.3,feb,639,1,189,1,TP-1549,True
225.06,B,Mid,OP-1,True,178.06,False,True,2018.0,62.0,nov,106,2,183,2,TP-1549,False
304.92,C,Low,OP-4,True,-123.54,False,False,2018.0,18.6,may,159,1,343,2,TP-1549,False
181.5,J,Mid,OP-1,True,518.4000000000001,True,True,2018.0,52.7,apr,224,1,322,3,TP-1549,False
384.78,L,Low,OP-1,True,1344.68,True,True,2018.0,18.6,may,109,1,87,2,TP-1549,False
188.76,B,Mid,OP-1,True,1491.5800000000002,False,True,2018.0,21.7,may,582,2,283,4,TP-1549,False
370.26,C,Mid,OP-17,True,130.22,False,True,2018.0,46.5,may,415,4,375,1,TP-1549,True
326.7,C,High,OP-17,True,597.96,True,True,2018.0,65.1,nov,127,1,100,2,TP-1549,False
239.58,D,Mid,OP-1,True,58.72,True,True,2018.0,93.0,jan,76,2,207,1,TP-1549,False
232.32,C,Low,OP-17,True,1290.86,False,True,2018.0,15.5,may,159,2,350,2,TP-1549,False
312.18,B,Low,OP-4,True,720.4200000000001,False,True,2018.0,43.4,may,109,1,360,2,TP-1549,False
319.44,F,Mid,OP-1,True,61.58,False,True,2018.0,40.3,may,195,3,351,10,TP-1549,False
370.26,D,High,OP-1,True,105.78,False,True,2018.0,24.8,may,134,1,170,5,TP-1549,False
254.1,K,Low,OP-17,True,381.9,False,True,2018.0,46.5,may,326,5,179,4,TP-1549,True
239.58,K,Mid,OP-17,True,6205.38,False,True,2018.0,49.6,apr,199,2,146,2,TP-1549,False
370.26,D,Low,OP-4,True,63.92,False,True,2018.0,37.2,may,51,2,342,3,TP-1549,False
363.0,B,Low,OP-1,True,119.04,False,True,2018.0,46.5,apr,397,2,337,1,TP-1549,False
254.1,G,Low,OP-1,True,825.46,True,True,2018.0,12.4,may,429,4,164,2,TP-1549,True
312.18,A,Mid,,True,904.24,False,True,2018.0,68.2,may,680,1,95,1,TP-1549,False
326.7,A,High,OP-4,True,249.82,True,True,2018.0,62.0,apr,103,1,325,4,TP-1549,False
283.14,H,Low,OP-1,True,-116.0,True,True,2018.0,46.5,may,123,2,364,1,TP-1549,False
355.74,D,Low,OP-4,True,176.24,False,False,2019.0,27.9,feb,152,3,221,1,TP-1549,False
275.88,D,Low,OP-1,True,485.38,False,True,2018.0,40.3,apr,217,3,327,1,TP-1549,False
239.58,B,Mid,OP-1,True,146.07999999999998,False,True,2018.0,21.7,may,302,1,356,3,TP-1549,False
254.1,G,Low,OP-17,True,53.0,True,True,2018.0,15.5,may,74,1,168,4,TP-1549,False
239.58,F,Low,OP-1,True,1298.4,False,True,2018.0,62.0,apr,137,1,272,2,TP-1549,False
246.84,C,Mid,OP-17,True,97.46,False,True,2018.0,21.7,may,191,1,294,1,TP-1549,False
261.36,F,Low,OP-1,True,67.3,False,True,2018.0,40.3,may,38,2,369,4,TP-1549,False
232.32,H,Mid,OP-17,True,464.58,False,True,2018.0,58.9,nov,100,1,182,1,TP-1549,False
246.84,C,Low,OP-17,True,911.26,False,True,2018.0,52.7,jun,485,2,227,4,TP-1549,True
232.32,H,Mid,OP-1,True,76.92,False,True,2018.0,55.8,may,110,1,315,2,TP-1549,False
254.1,F,Low,OP-1,True,-14.340000000000003,False,True,2018.0,89.9,jan,381,1,247,2,TP-1549,False
232.32,F,Low,OP-1,True,127.36,True,True,2018.0,62.0,apr,60,1,343,4,TP-1549,False
210.54,C,Low,OP-17,True,135.68,False,True,2018.0,55.8,may,1434,2,356,4,TP-1549,False
413.82,D,Low,OP-1,True,448.46,False,False,2018.0,55.8,may,102,2,178,5,TP-1549,False
268.62,D,High,OP-1,True,61.58,False,True,2018.0,62.0,nov,106,2,167,1,TP-1549,False
188.76,G,Low,OP-17,True,62.620000000000005,False,False,2018.0,18.6,may,207,1,363,2,TP-1549,False
413.82,F,Low,OP-1,True,206.14,False,True,2018.0,6.2,feb,223,1,76,4,TP-1549,False
333.96,D,Low,OP-1,True,-311.0,False,True,2019.0,18.6,may,309,3,355,4,TP-1549,False
399.3,H,Low,OP-1,True,53.0,True,True,2018.0,71.3,sep,180,2,238,3,TP-235z,False
500.94,L,Low,,True,163.76,True,True,2019.0,27.9,mar,225,1,90,1,TP-235z,True
500.94,L,Mid,OP-17,True,610.44,True,True,2018.0,89.9,jul,417,1,184,4,TP-235z,True
268.62,A,Low,OP-1,True,567.28,True,True,2018.0,27.9,sep,404,1,182,1,TP-235z,True
283.14,B,Low,OP-1,True,565.2,False,True,,24.8,jun,30,1,404,2,TP-235z,False
413.82,L,Low,OP-1,True,324.44,True,True,2019.0,34.1,jan,585,1,192,2,TP-235z,True
384.78,H,Low,OP-1,True,172.34,True,True,2018.0,43.4,oct,317,6,192,1,TP-235z,False
450.12,E,High,OP-17,True,54.56,False,True,2018.0,40.3,oct,216,1,183,4,TP-235z,True
348.48,C,Low,OP-17,True,351.22,True,True,2018.0,15.5,aug,389,1,64,2,TP-235z,True
210.54,C,Mid,OP-17,True,428.7,True,True,2018.0,80.6,apr,328,2,143,2,TP-235z,True
341.22,H,Low,OP-1,True,1008.76,True,True,2018.0,55.8,oct,567,1,95,3,TP-235z,True
275.88,C,Low,OP-17,True,364.74,True,True,2018.0,12.4,aug,178,1,1,1,TP-235z,True
261.36,C,Low,OP-17,True,181.7,True,True,2018.0,15.5,aug,157,3,97,2,TP-235z,True
246.84,C,Low,OP-17,True,53.0,False,True,2018.0,21.7,aug,262,1,99,2,TP-235z,True
377.52,F,Low,OP-17,True,717.82,True,True,2018.0,86.8,jan,134,5,204,2,TP-235z,True
399.3,C,Low,OP-4,True,725.62,True,True,2018.0,12.4,sep,328,2,94,2,TP-235z,True
442.86,H,Low,,True,1256.54,False,True,2018.0,83.7,jan,181,1,92,1,TP-235z,True
384.78,A,Low,OP-1,True,77.44,True,True,2018.0,31.0,aug,493,1,181,14,TP-235z,True
225.06,H,Mid,OP-1,True,110.98,False,True,2018.0,52.7,apr,508,1,315,11,TP-235z,False
457.38,L,Low,OP-4,True,334.84000000000003,True,True,2018.0,43.4,oct,201,1,183,1,TP-235z,False
261.36,C,Low,OP-17,True,181.7,True,True,2018.0,37.2,mar,213,3,182,6,TP-235z,True
319.44,F,High,OP-1,True,56.64,True,True,2018.0,40.3,nov,167,1,92,1,TP-235z,True
210.54,C,Mid,OP-17,True,4072.34,True,True,2018.0,80.6,may,245,3,97,7,TP-235z,False
203.28,H,Low,OP-1,True,27.78,False,True,2018.0,89.9,jan,79,1,225,2,TP-235z,False
239.58,D,Low,OP-1,True,284.14,False,True,,55.8,sep,13,1,373,6,TP-235z,False
333.96,C,Low,OP-17,True,123.98,False,True,2018.0,55.8,mar,910,2,184,4,TP-235z,True
428.34,E,Low,OP-17,True,576.38,True,True,2018.0,58.9,feb,222,4,94,2,TP-235z,True
312.18,D,Low,OP-1,True,614.6,True,True,2018.0,24.8,sep,261,1,98,1,TP-235z,True
297.66,H,High,OP-1,True,1624.96,False,False,2019.0,46.5,mar,300,6,182,2,TP-235z,True
188.76,H,Mid,OP-1,True,119.3,True,True,2018.0,93.0,apr,457,1,80,1,TP-235z,True
457.38,G,Low,OP-1,True,1068.04,True,True,2019.0,12.4,aug,250,2,187,2,TP-235z,True
188.76,J,Mid,OP-17,True,129.44,True,True,2018.0,15.5,mar,87,1,91,2,TP-235z,True
225.06,F,Mid,OP-1,True,714.44,True,True,2018.0,46.5,jul,252,1,184,3,TP-235z,True
225.06,D,Low,OP-1,True,485.64,False,True,2018.0,62.0,apr,158,1,182,1,TP-235z,False
464.64,L,Low,OP-4,True,64.18,True,True,2018.0,34.1,mar,117,1,91,1,TP-235z,False
246.84,F,Mid,OP-1,True,762.5400000000001,False,True,2018.0,18.6,apr,945,1,139,1,TP-235z,False
341.22,H,Mid,OP-1,True,1013.96,True,True,2018.0,37.2,jul,250,2,181,4,TP-235z,True
290.4,C,Low,OP-17,True,48.58,False,False,2018.0,34.1,may,474,1,256,1,TP-235z,True
261.36,D,Low,OP-4,True,359.02000000000004,True,True,2018.0,46.5,apr,330,1,311,4,TP-235z,True
196.02,J,Mid,OP-17,True,1023.58,False,True,2018.0,68.2,may,198,1,98,6,TP-235z,True
341.22,F,Low,OP-1,True,67.82,True,True,2018.0,15.5,may,253,1,342,1,TP-235z,False
268.62,H,Low,OP-1,True,394.64,False,True,2018.0,24.8,may,682,2,85,7,TP-235z,False
580.8,L,Low,OP-1,True,2212.04,True,True,2019.0,18.6,apr,681,1,118,11,TP-235z,False
275.88,,Mid,OP-17,True,53.0,True,True,2018.0,34.1,sep,260,3,95,3,TP-235z,True
290.4,H,Mid,OP-1,True,79.0,False,True,2018.0,34.1,aug,221,1,461,1,TP-235z,True
203.28,B,Mid,OP-1,True,96.68,True,True,2018.0,3.1,jun,347,3,140,2,TP-235z,True
210.54,C,Mid,OP-17,True,201.72,True,True,2018.0,49.6,dec,314,1,195,1,TP-235z,True
261.36,D,High,OP-1,True,792.1800000000001,True,True,2018.0,37.2,feb,473,1,182,1,TP-235z,False
225.06,B,High,OP-4,True,172.34,False,True,2018.0,21.7,may,623,1,293,1,TP-235z,True
341.22,D,Low,OP-1,True,372.8,False,True,2018.0,93.0,apr,412,1,169,1,TP-235z,True
203.28,H,Mid,OP-1,True,1286.7,True,True,2019.0,37.2,may,360,1,181,5,TP-235z,True
392.04,B,Low,,True,153.36,True,False,2018.0,58.9,nov,74,1,152,1,TP-235z,False
268.62,F,Low,,True,102.14,True,True,2018.0,3.1,oct,238,1,107,2,TP-235z,True
363.0,,Low,OP-4,True,141.66,False,False,2018.0,62.0,apr,670,4,340,2,TP-235z,True
225.06,C,Low,OP-17,True,399.06,True,True,2018.0,93.0,apr,297,1,86,3,TP-235z,True
333.96,C,High,OP-17,True,215.24,True,True,2018.0,52.7,sep,336,2,183,2,TP-235z,True
515.46,F,Low,OP-17,True,152.57999999999998,True,True,2018.0,83.7,oct,327,2,183,3,TP-235z,False
326.7,E,Low,OP-1,True,236.56,True,True,2018.0,93.0,apr,78,2,176,1,TP-235z,False
254.1,A,Low,OP-1,True,307.28,True,True,2018.0,89.9,dec,1370,3,209,3,TP-235z,True
573.54,L,Low,OP-4,True,2277.56,True,True,2019.0,55.8,jan,326,2,272,2,TP-235z,True
254.1,F,Low,OP-1,True,53.0,False,True,2018.0,27.9,nov,524,1,96,5,TP-235z,True
559.02,L,Low,OP-17,True,53.0,True,True,2018.0,49.6,oct,847,1,60,1,TP-235z,True
275.88,F,Mid,OP-1,True,-9.920000000000002,False,True,2018.0,55.8,may,1173,3,278,6,TP-235z,True
312.18,B,Mid,OP-1,True,937.78,False,True,2018.0,37.2,nov,707,2,97,2,TP-235z,True
529.98,L,Low,OP-4,True,413.88,True,True,2018.0,62.0,jul,146,3,190,3,TP-235z,False
428.34,F,Low,OP-1,True,120.34,True,True,2018.0,46.5,jun,415,1,89,1,TP-235z,True
283.14,F,Low,OP-1,True,83.16,True,True,2018.0,74.4,aug,79,2,94,2,TP-235z,False
232.32,F,Mid,OP-17,True,3617.86,False,True,2018.0,43.4,may,638,1,175,3,TP-235z,False
464.64,K,Low,OP-4,True,252.68,True,True,2018.0,46.5,jul,250,2,182,1,TP-235z,False
326.7,D,Mid,OP-1,True,53.0,False,True,2018.0,80.6,jul,768,2,91,5,TP-235z,False
268.62,C,Low,OP-17,True,53.0,True,True,2018.0,49.6,jul,268,2,182,3,TP-235z,True
384.78,H,Low,OP-1,True,519.96,True,True,2019.0,49.6,mar,295,1,91,2,TP-235z,True
384.78,D,Low,OP-4,True,132.56,True,True,2018.0,86.8,jul,388,3,181,1,TP-235z,True
341.22,F,Low,OP-17,True,679.08,True,True,2018.0,37.2,aug,236,1,104,1,TP-235z,False
268.62,C,Low,OP-17,True,114.88,True,True,2018.0,9.3,feb,185,1,92,1,TP-235z,True
246.84,B,Low,OP-1,True,400.62,True,True,2018.0,52.7,dec,330,2,127,3,TP-235z,True
275.88,F,Low,OP-1,True,1802.28,True,True,2018.0,77.5,nov,232,1,96,4,TP-235z,True
210.54,C,Mid,OP-17,True,166.62,True,True,2018.0,15.5,aug,504,1,92,1,TP-235z,True
196.02,H,Low,OP-1,True,237.6,False,False,2018.0,18.6,may,653,1,334,2,TP-235z,True
399.3,H,Low,OP-1,True,209.52,True,True,2018.0,3.1,jun,324,3,90,2,TP-235z,True
312.18,H,Low,OP-1,True,87.32,True,True,2018.0,58.9,aug,574,1,84,3,TP-235z,True
348.48,A,Low,OP-1,True,265.42,True,True,2018.0,43.4,jan,517,1,282,4,TP-235z,True
304.92,D,Mid,OP-4,True,476.28,False,True,2018.0,15.5,feb,119,1,195,8,TP-235z,False
254.1,D,Low,OP-1,True,121.12,True,True,2018.0,6.2,jul,96,2,109,4,TP-235z,False
297.66,F,Mid,OP-17,True,480.96,False,True,2018.0,12.4,feb,261,1,184,6,TP-235z,True
363.0,D,Low,OP-4,True,3307.94,False,True,2018.0,52.7,apr,146,2,147,4,TP-235z,False
232.32,F,Low,,True,3831.58,True,True,2018.0,96.1,dec,646,3,198,2,TP-235z,False
275.88,K,High,OP-1,True,71.2,True,True,2018.0,83.7,oct,255,3,148,1,TP-235z,True
246.84,B,Low,OP-1,True,332.76,True,True,2018.0,37.2,may,152,1,182,6,TP-235z,True
421.08,B,High,OP-1,True,173.12,True,True,2018.0,40.3,nov,495,1,93,1,TP-235z,True
290.4,B,Mid,OP-1,True,455.22,False,True,2018.0,37.2,may,88,2,173,1,TP-235z,False
421.08,H,Mid,OP-1,True,630.98,True,True,2018.0,12.4,dec,1139,2,114,1,TP-235z,False
239.58,F,Mid,OP-1,True,385.54,False,True,2018.0,55.8,may,239,2,349,3,TP-235z,False
392.04,F,Low,OP-17,True,280.76,True,True,2018.0,83.7,oct,269,3,541,3,TP-235z,True
261.36,C,Low,OP-17,True,293.5,True,True,2018.0,43.4,dec,321,3,189,4,TP-235z,True
602.5799999999999,L,High,OP-4,True,53.0,True,True,2019.0,96.1,may,664,1,77,3,TP-235z,False
246.84,F,Mid,OP-17,True,310.92,False,True,2018.0,12.4,may,301,1,88,2,TP-235z,False
196.02,C,Mid,OP-17,True,154.4,True,True,2018.0,86.8,oct,190,1,82,1,TP-235z,False
246.84,H,Low,OP-17,True,70.94,True,False,2018.0,12.4,aug,120,3,1,6,TP-235z,True
341.22,,Low,,True,229.02,True,True,2018.0,21.7,aug,384,1,99,4,TP-235z,False
159.72,J,Mid,OP-1,True,699.88,True,True,2018.0,24.8,nov,449,2,38,10,TP-9941,True
225.06,H,High,OP-1,True,146.60000000000002,True,True,2018.0,46.5,may,332,1,297,2,TP-9941,False
217.8,C,Low,OP-17,True,557.9200000000001,False,False,2018.0,65.1,nov,436,2,178,3,TP-9941,True
319.44,G,Mid,OP-17,True,348.36,False,False,2018.0,9.3,apr,345,2,249,7,TP-9941,False
341.22,F,Low,OP-1,True,267.76,False,True,2019.0,55.8,nov,195,3,112,8,TP-9941,False
268.62,D,Low,OP-4,True,62.620000000000005,False,True,2018.0,40.3,may,24,2,362,1,TP-9941,False
203.28,F,Mid,OP-1,True,430.78,False,True,2018.0,37.2,may,246,1,343,1,TP-9941,False
188.76,C,Mid,OP-17,True,206.92,True,True,2019.0,89.9,jan,145,2,164,1,TP-9941,False
232.32,D,Low,OP-1,False,39.22,False,True,2018.0,49.6,apr,648,1,272,1,TP-9941,True
399.3,C,High,OP-17,True,2589.56,False,True,2018.0,15.5,jun,103,2,95,1,TP-9941,True
283.14,B,Mid,OP-1,True,1890.16,False,True,2018.0,46.5,may,667,3,357,3,TP-9941,True
203.28,E,Mid,OP-17,True,167.92000000000002,True,True,2018.0,58.9,jun,474,3,95,3,TP-9941,True
246.84,F,Low,OP-17,True,453.14,False,True,2018.0,46.5,jun,441,1,56,1,TP-9941,True
341.22,E,High,OP-1,True,2266.9,False,True,,62.0,nov,14,7,112,4,TP-9941,False
421.08,C,Low,OP-1,True,89.14,True,True,2018.0,83.7,may,188,1,161,2,TP-9941,False
246.84,E,Low,OP-17,True,121.38,True,True,2018.0,12.4,may,203,1,78,8,TP-9941,False
392.04,B,High,OP-1,True,316.12,False,True,2018.0,37.2,may,33,3,175,2,TP-9941,False
312.18,D,Low,OP-4,True,68.6,True,True,2018.0,24.8,may,487,2,367,2,TP-9941,False
370.26,C,Low,OP-17,True,1381.0800000000002,False,True,2018.0,24.8,oct,272,1,102,8,TP-9941,False
413.82,G,High,OP-1,False,59.5,False,True,2018.0,34.1,may,652,1,370,4,TP-9941,False
333.96,H,Low,OP-1,True,99.54,False,True,2018.0,89.9,jan,194,4,436,1,TP-9941,False
290.4,C,Low,OP-17,True,2075.8,True,True,2019.0,12.4,may,364,1,355,1,TP-9941,False
297.66,D,High,OP-1,True,98.24,False,True,2018.0,43.4,may,367,2,297,1,TP-9941,False
326.7,H,Low,OP-4,True,193.92,True,True,2018.0,34.1,may,8,5,350,3,TP-9941,False
239.58,C,Low,OP-17,True,127.62,False,True,2018.0,46.5,may,199,2,274,3,TP-9941,False
399.3,A,Low,OP-17,True,1303.34,False,True,2018.0,65.1,nov,223,2,186,3,TP-9941,False
261.36,F,High,OP-1,True,226.16,False,False,2018.0,9.3,apr,190,1,133,1,TP-9941,False
297.66,C,High,OP-17,True,1362.62,True,True,2018.0,71.3,apr,252,9,185,5,TP-9941,True
196.02,J,Mid,OP-1,True,2228.16,True,True,2018.0,21.7,may,458,2,349,1,TP-9941,False
326.7,B,Mid,OP-1,True,509.82,False,True,2018.0,62.0,apr,1010,3,326,1,TP-9941,False
239.58,C,Mid,OP-17,True,375.4,False,True,2018.0,12.4,feb,505,2,260,1,TP-9941,False
319.44,B,Mid,OP-1,True,1364.7,False,True,2018.0,65.1,nov,20,6,175,15,TP-9941,False
341.22,D,Low,OP-4,True,197.56,False,True,2018.0,12.4,feb,147,2,264,4,TP-9941,False
254.1,B,Mid,OP-1,True,160.64,False,True,2018.0,62.0,apr,11,5,319,2,TP-9941,False
239.58,F,Mid,OP-1,True,221.22,False,False,2018.0,12.4,feb,124,1,273,1,TP-9941,False
246.84,C,Mid,,True,451.84,False,True,2018.0,49.6,apr,156,1,147,7,TP-9941,False
261.36,H,Mid,OP-1,True,554.02,False,True,2018.0,55.8,nov,288,1,137,1,TP-9941,False
246.84,D,Mid,OP-4,True,173.64,False,True,2018.0,55.8,may,173,1,299,2,TP-9941,False
